City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
308,kupang,-10.1667,123.5833,80.02,83,100,4.5,ID,1667859666
309,okha,53.5739,142.9478,22.59,60,94,16.46,RU,1667859667
310,sao joao da barra,-21.6403,-41.0511,73.49,72,21,7.61,BR,1667859668
311,khryashchevka,53.8119,49.0916,33.4,86,100,9.24,RU,1667859668
312,kirkuk,35.4681,44.3922,63.95,29,47,6.62,IQ,1667859669
313,ferme-neuve,46.7001,-75.4493,42.03,59,89,11.7,CA,1667859669
314,barra patuca,15.8,-84.2833,80.56,77,17,12.77,HN,1667859669
315,gari,59.4307,62.3497,23.54,96,100,6.04,RU,1667859670
316,parrita,9.5201,-84.3225,79.32,84,84,2.93,CR,1667859671
317,grindavik,63.8424,-22.4338,41.47,93,100,14.97,IS,1667859671
318,youghal,51.95,-7.8506,51.1,85,100,22.66,IE,1667859672
319,bundibugyo,0.7414,30.0417,67.55,83,99,2.77,UG,1667859672
320,santa quiteria,-4.3319,-40.1567,82.29,63,100,5.26,BR,1667859672
321,zhigansk,66.7697,123.3711,-9.99,95,100,5.26,RU,1667859673
322,coahuayana,18.7333,-103.6833,84.94,67,10,5.55,MX,1667859673
323,isangel,-19.55,169.2667,75.31,100,100,5.75,VU,1667859674
324,eydhafushi,5.1033,73.0708,81.14,73,57,7.02,MV,1667859675
325,deputatskiy,69.3,139.9,-5.12,94,100,5.79,RU,1667859675
326,ipixuna,-1.7625,-48.8043,75.15,95,97,3.02,BR,1667859676
327,gobabis,-22.45,18.9667,64.8,59,3,7.72,NA,1667859676
328,edd,13.9297,41.6925,84.07,63,5,16.35,ER,1667859676
329,henties bay,-22.116,14.2845,62.76,87,2,4.56,NA,1667859677
330,pevek,69.7008,170.3133,1.53,95,10,2.73,RU,1667859677
331,shingu,33.7333,135.9833,54.45,78,0,6.6,JP,1667859678
332,cap malheureux,-19.9842,57.6142,72.46,73,0,1.01,MU,1667859678
333,jefferson city,38.5767,-92.1735,60.89,20,0,10.36,US,1667859678
334,talara,-4.5772,-81.2719,68.76,73,75,13.8,PE,1667859679
335,broome,42.2506,-75.833,55.98,39,0,14.97,US,1667859679
336,rumford,44.5537,-70.5509,57.97,44,2,14.43,US,1667859680
337,cayenne,4.9333,-52.3333,77.04,88,0,0.0,GF,1667859680
338,ixtapa,20.7,-105.2,82.22,69,20,8.05,MX,1667859681
339,aviemore,57.1955,-3.8259,54.75,93,100,8.57,GB,1667859681
340,mecca,21.4267,39.8261,77.0,66,0,3.49,SA,1667859408
341,saldanha,-33.0117,17.9442,60.53,87,6,7.0,ZA,1667859682
342,te anau,-45.4167,167.7167,61.47,54,52,2.15,NZ,1667859682
343,kyzyl-suu,42.3414,78.0056,40.51,50,84,4.36,KG,1667859683
344,bubaque,11.2833,-15.8333,83.79,66,92,12.1,GW,1667859683
345,mayskiy,47.6931,40.1025,36.81,78,90,8.61,RU,1667859683
346,muisne,0.6,-80.0333,75.61,77,94,9.57,EC,1667859684
347,severo-yeniseyskiy,60.3725,93.0408,16.81,95,98,6.08,RU,1667859684
348,madang,-5.2246,145.7966,76.46,90,100,3.18,PG,1667859685
349,aswan,24.0934,32.907,68.94,29,0,9.51,EG,1667859685
350,northam,51.0333,-4.2167,56.39,95,100,37.89,GB,1667859686
351,hambantota,6.1241,81.1185,77.32,83,99,2.77,LK,1667859686
352,turayf,31.6725,38.6637,57.45,77,0,9.22,SA,1667859687
353,lima,-12.0432,-77.0282,62.85,72,0,10.36,PE,1667859601
354,kirakira,-10.4544,161.9205,82.63,79,83,7.52,SB,1667859687
355,alice springs,-23.7,133.8833,78.35,18,100,5.75,AU,1667859557
356,robertsport,6.7533,-11.3686,79.88,82,100,7.56,LR,1667859688
357,ciudad bolivar,8.1222,-63.5497,85.84,59,99,4.9,VE,1667859688
358,camacha,33.0833,-16.3333,62.02,100,40,2.3,PT,1667859688
359,katobu,-4.9408,122.5276,75.74,91,97,1.16,ID,1667859689
360,voyvozh,62.892,54.9635,26.46,96,100,7.02,RU,1667859689
361,nadym,65.5333,72.5167,19.56,94,100,9.35,RU,1667859690
362,qujing,25.4833,103.7833,47.12,96,3,3.65,CN,1667859691
363,gorontalo,0.5412,123.0595,75.36,92,100,2.55,ID,1667859691
364,debre birhan,9.6833,39.5333,45.73,61,14,4.52,ET,1667859692
